,G547 N,G547 T,G576 N,G576 T,G652 N,G652 T,G659 N,G659 T,G691 N,G691 T,G696 N,G696 T,G699 N,G699 T,G761 N,G761 T,G850 N,G850 T,G871 N,G871 T,G701 N,G701 T,G013 N,G013 T,G603 N,G603 T,G026 N,G026 T,G220 N,G220 T,G575 N,G575 T,G613 N,G613 T,G702 N,G702 T,G623 N,G623 T,G645 N,G645 T,G529 N,G529 T,G648 N,G648 T,G601 N,G601 T,G727 N,G727 T,G001 N,G001 T,G243 N,G243 T,G531 N,G531 T,G612 N,G612 T,G428 N,G428 T,G699N_2*,G761T_2*
miR-509-3-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
miR-510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,1,7,0,5,0,1,0,2,0,0,0,0,1
miR-511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,7,0,0,1,0,0,4,4,0,3,4,0,0,0,6,1,0,0,2,0,0,1,1,2,1,0,0,0,0,0,0,1,0
miR-512-3p,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-512-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
miR-513a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-513a-5p,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,1,0,1,0,1,1,0,0,2,0,2,0,8,0,0,0,7,3,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
miR-513b,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,3,0,5,0,0,0,13,1,0,0,2,0,0,0,1,0,5,1,0,0,3,0,0,0,0,0
miR-513c,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,3,0,2,0,3,0,0,0,13,1,2,0,1,1,0,0,6,0,4,1,0,1,8,0,0,0,0,0
miR-514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,1,0,6,0,0,0,0,0,0,0,2,0,8,0,0,0,21,3,1,0,1,0,0,0,1,0,12,0,1,0,6,0,1,0,1,0
miR-515-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-515-5p,0,0,0,24,0,0,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-516a-5p,0,0,0,5,0,0,0,0,0,0,0,0,0,62,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
miR-516b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-516b*,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-517a,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-517*,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-517b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-517c,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
miR-518a-3p,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-518b,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-518c,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-518d-3p,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-518e,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
miR-518f,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-518f*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-519a,0,0,0,15,0,0,0,0,0,0,0,0,0,128,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
miR-519b-3p,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-519c-3p,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
miR-519c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
miR-519d,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-519e*,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520a-3p,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520a-5p,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520c-3p,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520d-3p,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520d-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520e,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520f,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520g,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-520h,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-521,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
miR-522,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-524-5p,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-525-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-525-5p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-526b,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
miR-526b*,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-527,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-532-3p,4,7,4,31,8,5,23,1,4,13,3,1,0,14,9,0,5,1,46,4,9,2,56,26,54,0,90,72,0,21,108,0,77,9,84,0,161,63,231,0,75,59,145,0,34,43,34,2,28,124,73,9,31,32,4,1,21,5,36,1
miR-532-5p,4,9,0,27,14,2,68,3,10,87,0,3,0,3,7,2,2,1,81,3,51,1,36,3,35,7,7,166,1,14,227,7,89,15,63,3,277,29,89,2,19,178,201,1,18,28,29,1,26,1245,205,13,17,18,12,1,0,0,19,0
miR-539,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-542-3p,1,6,39,59,4,4,54,2,18,3,10,2,3,5,162,4,2,10,126,8,25,6,36,117,19,3,76,154,1,16,193,6,1230,81,213,1,237,60,60,1,384,130,112,0,65,85,30,0,27,6,1012,84,213,55,66,1,1,1,22,3
miR-542-5p,0,1,10,2,3,2,10,0,15,2,4,0,0,0,108,0,1,0,71,1,4,1,13,11,30,2,12,31,1,2,61,0,64,3,23,1,36,5,30,1,39,33,84,0,34,5,13,1,7,4,337,1,26,6,15,1,2,0,25,0
miR-543,0,1,2,5,1,0,9,0,3,1,0,0,0,1,0,0,1,0,6,0,6,0,2,5,2,0,0,8,0,0,2,0,16,0,11,0,25,5,6,0,13,25,4,0,1,3,0,0,2,6,26,3,3,1,1,0,2,0,0,0
miR-544,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
miR-545,0,2,0,8,1,1,6,1,1,2,0,0,0,3,0,0,0,0,0,0,1,1,2,2,0,0,0,34,0,0,8,0,10,6,14,0,20,3,2,0,6,92,4,0,0,4,0,0,0,1,9,2,3,19,0,0,0,3,0,0
miR-545*,0,1,0,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,32,0,1,4,0,3,0,15,1,6,2,3,0,4,26,2,0,3,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0
miR-548a-3p,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,1,0,1,14,0,0,2,0,6,1,2,0,4,1,12,0,1,6,12,0,0,1,2,0,0,0,5,0,2,2,0,0,0,0,0,0
miR-548a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0
miR-548b-3p,0,1,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2,1,2,4,2,0,1,7,0,0,1,4,3,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0
miR-548b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,4,2,0,0,6,0,0,0,0,0,2,0,9,0,18,0,0,0,1,0
miR-548c-5p,1,2,0,12,0,1,5,1,1,6,0,0,0,4,1,0,0,2,1,0,1,0,6,0,6,1,3,44,0,0,10,1,33,13,17,0,16,20,8,0,14,48,14,0,1,2,5,0,0,0,19,6,13,6,2,0,0,1,0,0
miR-548d-3p,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24,0,1,1,0,0,1,2,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-548d-5p,0,0,0,10,1,1,0,1,0,2,0,0,0,5,1,0,1,1,1,0,2,0,0,0,2,0,0,6,1,2,3,2,3,6,5,6,1,10,3,0,4,4,2,0,7,2,4,0,0,0,9,9,13,21,19,0,0,5,0,0
miR-549-3p,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,12,0,2,0,0,0,2,2,1,0,0,2,0,6,36,9,0,1,0,0,1,0,1,2,1,3,3,3,0,0,0,0,0
miR-549-5p,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-550,0,2,1,25,0,0,0,1,0,2,0,0,0,4,0,0,2,7,0,0,0,1,0,1,7,0,3,1,0,1,3,0,0,0,1,0,3,4,1,0,1,4,3,0,2,1,4,0,0,1,1,0,0,2,8,0,0,0,2,1
miR-550*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,5,2,4,5,1,0,0,3,2,1,0,9,1,0,5,6,2,0,1,2,0,0,1,2,0,2,2,7,3,0,0,0,1,0
miR-551a,0,1,0,11,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,16,0,0,0,0,0,0,7,1,0,0,12,0,0,57,5,0,0,3,3,0,1,0,2,1,6,3,15,0,0,0,10,0,0
miR-551b,1,0,0,19,0,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,22,5,1,2,0,0,1,17,3,0,0,40,1,0,11,8,1,1,0,13,0,0,0,26,16,6,5,13,0,0,0,0,1,0
miR-551b*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-552,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-556-3p,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
miR-556-5p,0,0,0,5,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,1,1,0,5,0,0,1,1,0,2,0,0,2,4,0,2,0,4,0,0,15,3,0,0,1,2,0,0,0,0,3,2,1,7,0,0,0,0,0,0
miR-559,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
miR-561-5p,0,1,2,2,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0,0,9,0,0,1,0,8,0,4,0,7,0,6,0,4,4,16,0,1,0,2,0,0,0,10,0,4,1,3,0,0,0,0,0
miR-566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-570,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,4,1,0,4,0,4,1,2,0,2,2,2,0,6,7,5,0,1,0,0,0,0,0,5,1,1,2,1,0,0,0,0,0
miR-574-3p,27,39,83,255,65,20,194,12,76,28,4,20,2,31,204,7,24,27,250,99,80,16,347,424,544,35,298,581,29,220,859,6,934,54,787,8,968,263,1621,0,407,819,1016,10,117,178,138,5,85,11,711,129,244,250,101,10,69,6,316,15
miR-576-3p,0,0,0,5,1,0,1,0,1,0,0,0,1,5,3,0,0,0,6,0,1,0,1,0,11,0,3,10,1,1,8,0,8,7,5,0,4,5,28,0,4,9,36,0,5,10,5,0,8,0,16,2,5,5,4,1,0,0,14,0
miR-576-5p,0,1,0,15,0,1,1,1,0,0,0,1,0,0,3,0,2,0,1,1,0,0,0,3,1,2,2,82,1,4,2,1,15,9,19,2,5,28,5,0,8,67,7,0,3,0,0,0,0,0,6,3,6,21,2,0,0,2,0,0
miR-577,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,1,0,0,9,2,3,0,0,0,0,0,0,2,1,0,2,1,1,0,0,0,0,0
miR-579,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4,0,1,0,1,2,1,0,1,2,0,0,0,0,14,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0
miR-580,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
miR-581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-582-3p,1,0,0,1,0,0,0,9,0,0,0,0,0,1,2,0,0,9,0,0,1,0,1,0,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,1,1,1,0,3,1,0,0,0,1,8,29,3,1,2,1,0,0,3,0
miR-582-5p,0,1,1,9,1,0,7,28,1,2,0,0,0,3,6,0,1,76,0,0,7,0,5,6,0,0,16,9,0,4,3,1,19,23,10,6,4,23,0,0,38,20,5,0,7,6,2,1,0,2,4,38,5,8,3,0,0,4,1,1
miR-584,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,0,1,18,0,1,1,0,2,0,14,1,5,1,1,0,1,9,2,0,1,0,0,0,0,2,9,1,2,2,1,0,0,0,0,0
miR-585,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,3,0,5,11,3,0,1,4,0,0,2,0,4,1,5,1,16,8,4,0,13,7,8,0,0,0,1,0,0,1,5,0,2,3,0,0,0,0,1,0
miR-589,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,11,0,0,0,0,5,7,1,1,0,15,1,0,8,14,1,0,0,6,0,0,0,0,7,8,1,4,0,0,0,0,0,0
miR-589*,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,2,1,1,1,4,0,0,10,2,0,0,1,6,0,0,0,0,1,4,0,8,0,0,0,1,0,0
miR-590-3p,0,3,0,12,8,16,20,3,2,14,0,0,0,0,14,0,5,4,18,8,9,3,27,20,6,1,7,150,3,5,35,0,126,10,105,3,63,73,42,0,45,224,51,1,12,0,3,0,0,6,49,2,41,59,8,0,0,0,1,0
miR-590-5p,3,9,2,87,6,17,30,19,7,24,0,0,0,17,3,0,4,12,9,0,9,2,12,31,5,0,15,201,2,8,8,0,26,26,19,1,60,162,15,0,121,279,32,1,7,40,1,0,0,12,160,39,25,136,6,2,0,0,0,0
miR-592,0,0,1,7,0,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,16,0,2,0,0,1,1,0,0,1,3,2,0,0,12,2,0,0,0,0,0,0,1,2,4,0,1,1,0,0,0,0,0
miR-597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
miR-598,0,1,2,5,1,0,7,2,4,9,0,0,0,1,2,0,0,0,4,0,1,1,6,0,3,1,2,42,0,5,10,1,11,2,4,1,14,19,6,0,13,42,6,0,2,0,2,0,0,0,37,1,3,10,3,0,0,4,1,0
miR-599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-603,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
miR-612,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-615-3p,3,6,0,9,2,1,2,0,0,1,1,0,1,14,6,1,0,7,4,1,2,0,10,6,29,0,108,10,0,4,13,0,0,1,15,2,26,17,1,0,58,5,4,0,7,58,0,0,5,18,149,31,2,17,1,0,0,0,5,0
miR-615-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
